id,closed,accountNumber,pin,balance
574,false,0574,0574,2783.60
575,false,0575,0575,9338.00
576,false,0576,0576,5958.23
577,false,0577,0577,4983.77
578,false,0578,0578,1664.00
579,false,0579,0579,4796.00
580,false,0580,0580,8022.58
581,false,0581,0581,9998.60
582,false,0582,0582,2975.15
583,false,0583,0583,1701.86
584,false,0584,0584,3239.60
585,false,0585,0585,8943.69
586,false,0586,0586,7455.49
587,false,0587,0587,9833.00
588,false,0588,0588,896.00
589,false,0589,0589,6249.37
590,false,0590,0590,9369.29
591,false,0591,0591,3015.00
592,false,0592,0592,9358.73
593,false,0593,0593,1220.00
594,false,0594,0594,8184.00
595,false,0595,0595,1498.00
596,false,0596,0596,1253.00
597,false,0597,0597,1963.40
598,false,0598,0598,7059.00
599,false,0599,0599,248.42
600,false,0600,0600,191.39
601,false,0601,0601,4512.59
602,false,0602,0602,1295.31
603,false,0603,0603,1138.78
604,false,0604,0604,4849.00
605,false,0605,0605,705.00
606,false,0606,0606,3581.00
607,false,0607,0607,3988.00
608,false,0608,0608,8061.00
609,false,0609,0609,362.25
610,false,0610,0610,9122.70
611,false,0611,0611,9655.57
612,false,0612,0612,424.35
613,false,0613,0613,777.21
614,false,0614,0614,1676.00
615,false,0615,0615,238.00
616,false,0616,0616,6335.21
617,false,0617,0617,1641.88
618,false,0618,0618,1214.34
619,false,0619,0619,521.00
620,false,0620,0620,3984.93
621,false,0621,0621,3740.24
622,false,0622,0622,9931.00
623,false,0623,0623,2980.75
624,false,0624,0624,657.00
625,false,0625,0625,5917.75
626,false,0626,0626,5673.00
627,false,0627,0627,6586.00
628,false,0628,0628,1038.00
629,false,0629,0629,9243.64
630,false,0630,0630,5576.00
631,false,0631,0631,9134.00
632,false,0632,0632,9984.21
633,false,0633,0633,8981.18
634,false,0634,0634,6240.16
635,false,0635,0635,7714.00
636,false,0636,0636,3605.00
637,false,0637,0637,4207.00
638,false,0638,0638,136.00
639,false,0639,0639,5851.00
640,false,0640,0640,2005.17
641,false,0641,0641,9645.37
642,false,0642,0642,6258.59
643,false,0643,0643,1562.00
644,false,0644,0644,9116.02
645,false,0645,0645,4339.75
646,false,0646,0646,2416.00
647,false,0647,0647,4438.73
648,false,0648,0648,2718.04
649,false,0649,0649,7129.35
650,false,0650,0650,1501.30
651,false,0651,0651,4142.48
652,false,0652,0652,320.91
653,false,0653,0653,1896.59
654,false,0654,0654,4584.12
655,false,0655,0655,318.00
656,false,0656,0656,2424.68
657,false,0657,0657,8762.00
658,false,0658,0658,5586.88
659,false,0659,0659,9043.96
660,false,0660,0660,5993.00
661,false,0661,0661,2484.97
662,false,0662,0662,4922.00
663,false,0663,0663,7075.78
664,false,0664,0664,5701.27
665,false,0665,0665,9973.87
666,false,0666,0666,531.00
667,false,0667,0667,5709.46
668,false,0668,0668,8282.00
669,false,0669,0669,9440.00
670,false,0670,0670,3206.78
671,false,0671,0671,6102.19
672,false,0672,0672,1571.00
673,false,0673,0673,4321.62
674,false,0674,0674,9981.00
675,false,0675,0675,3448.00
676,false,0676,0676,1096.00
677,false,0677,0677,6808.53
678,false,0678,0678,5952.00
679,false,0679,0679,6851.71
680,false,0680,0680,105.70
681,false,0681,0681,3525.51
682,false,0682,0682,8327.00
683,false,0683,0683,6746.00
684,false,0684,0684,5435.47
685,false,0685,0685,6581.00
686,false,0686,0686,4777.83
687,false,0687,0687,4563.82
688,false,0688,0688,7635.21
689,false,0689,0689,9902.28
690,false,0690,0690,3575.12
691,false,0691,0691,3572.93
692,false,0692,0692,9344.00
693,false,0693,0693,6655.59
694,false,0694,0694,2864.00
695,false,0695,0695,7906.90
696,false,0696,0696,9137.00
697,false,0697,0697,6428.91
698,false,0698,0698,8667.00
699,false,0699,0699,5737.33
700,false,0700,0700,1410.00
701,false,0701,0701,9478.71
702,false,0702,0702,5698.00
703,false,0703,0703,5878.00
704,false,0704,0704,9482.00
705,false,0705,0705,9223.00
706,false,0706,0706,4076.00
707,false,0707,0707,9552.00
708,false,0708,0708,7589.00
709,false,0709,0709,4966.92
710,false,0710,0710,999.84
711,false,0711,0711,9669.50
712,false,0712,0712,6608.27
713,false,0713,0713,9426.65
714,false,0714,0714,8864.00
715,false,0715,0715,1870.00
716,false,0716,0716,2436.00
717,false,0717,0717,8929.80
718,false,0718,0718,3444.00
719,false,0719,0719,485.04
720,false,0720,0720,8633.13
721,false,0721,0721,2814.08
722,false,0722,0722,294.80
723,false,0723,0723,1362.00
724,false,0724,0724,5633.60
725,false,0725,0725,209.00
726,false,0726,0726,1107.81
727,false,0727,0727,8285.00
728,false,0728,0728,6456.00
729,false,0729,0729,6016.00
730,false,0730,0730,1177.48
731,false,0731,0731,9231.00
732,false,0732,0732,6207.51
733,false,0733,0733,2173.00
734,false,0734,0734,3145.00
735,false,0735,0735,2719.99
736,false,0736,0736,1286.00
737,false,0737,0737,4259.45
738,false,0738,0738,4883.00
739,false,0739,0739,5866.00
740,false,0740,0740,3509.00
741,false,0741,0741,2914.58
742,false,0742,0742,4364.31
743,false,0743,0743,1252.49
744,false,0744,0744,1252.00
745,false,0745,0745,9978.00
746,false,0746,0746,575.00
747,false,0747,0747,7363.86
748,false,0748,0748,9929.00
749,false,0749,0749,3303.02
750,false,0750,0750,4917.00
751,false,0751,0751,5900.00
752,false,0752,0752,895.23
753,false,0753,0753,3465.65
754,false,0754,0754,5049.59
755,false,0755,0755,9158.58
756,false,0756,0756,1055.00
757,false,0757,0757,7961.00
758,false,0758,0758,1113.30
759,false,0759,0759,2724.08
760,false,0760,0760,6908.90
761,false,0761,0761,3203.00
762,false,0762,0762,8391.00
763,false,0763,0763,1215.00
764,false,0764,0764,3013.00
765,false,0765,0765,5696.58
766,false,0766,0766,5183.00
767,false,0767,0767,6955.27
768,false,0768,0768,1942.00
769,false,0769,0769,2371.92
770,false,0770,0770,6347.24
771,false,0771,0771,5462.00
772,false,0772,0772,9502.57
773,false,0773,0773,6261.00
774,false,0774,0774,1822.00
775,false,0775,0775,8586.76
776,false,0776,0776,3428.95
777,false,0777,0777,7677.10
778,false,0778,0778,1331.64
779,false,0779,0779,6165.00
780,false,0780,0780,8805.85
781,false,0781,0781,8039.52
782,false,0782,0782,435.00
783,false,0783,0783,3982.00
784,false,0784,0784,7546.88
785,false,0785,0785,973.41
786,false,0786,0786,886.00
787,false,0787,0787,4149.92
788,false,0788,0788,325.79
789,false,0789,0789,4028.59
790,false,0790,0790,1943.00
791,false,0791,0791,606.74
792,false,0792,0792,4200.00
793,false,0793,0793,8531.00
794,false,0794,0794,7786.61
795,false,0795,0795,9680.81
796,false,0796,0796,1180.00
797,false,0797,0797,9184.76
798,false,0798,0798,7866.89
799,false,0799,0799,880.00
800,false,0800,0800,7223.32
801,false,0801,0801,3606.00
802,false,0802,0802,1425.39
803,false,0803,0803,5359.00
804,false,0804,0804,7648.00
805,false,0805,0805,1411.00
806,false,0806,0806,6281.36
807,false,0807,0807,4477.74
808,false,0808,0808,9642.37
809,false,0809,0809,4902.64
810,false,0810,0810,7233.00
811,false,0811,0811,2291.13
812,false,0812,0812,1356.07
813,false,0813,0813,4000.29
814,false,0814,0814,1535.00
815,false,0815,0815,5463.00
816,false,0816,0816,3252.06
817,false,0817,0817,8007.00
818,false,0818,0818,8920.00
819,false,0819,0819,7372.00
820,false,0820,0820,3610.64
821,false,0821,0821,1528.00
822,false,0822,0822,8975.13
823,false,0823,0823,357.83
824,false,0824,0824,6076.58
825,false,0825,0825,9260.92
826,false,0826,0826,6161.69
827,false,0827,0827,3616.00
828,false,0828,0828,3466.69
829,false,0829,0829,1672.17
830,false,0830,0830,1375.42
831,false,0831,0831,2875.00
832,false,0832,0832,9179.00
833,false,0833,0833,2890.52
834,false,0834,0834,3706.58
835,false,0835,0835,7521.00
836,false,0836,0836,5118.00
837,false,0837,0837,4061.00
838,false,0838,0838,699.41
839,false,0839,0839,5258.00
840,false,0840,0840,9215.99
841,false,0841,0841,6989.00
842,false,0842,0842,3140.38
843,false,0843,0843,5949.00
844,false,0844,0844,9899.95
845,false,0845,0845,6070.00
846,false,0846,0846,2279.00
847,false,0847,0847,8277.77
848,false,0848,0848,1828.00
849,false,0849,0849,9065.96
850,false,0850,0850,6606.00
851,false,0851,0851,9661.19
852,false,0852,0852,2325.00
853,false,0853,0853,3569.00
854,false,0854,0854,9579.00
855,false,0855,0855,6939.81
856,false,0856,0856,402.00
857,false,0857,0857,4658.37
858,false,0858,0858,9277.00
859,false,0859,0859,3458.01
860,false,0860,0860,9170.00
861,false,0861,0861,5265.00
862,false,0862,0862,9436.00
863,false,0863,0863,883.01
864,false,0864,0864,9427.00
865,false,0865,0865,5006.16
866,false,0866,0866,1195.00
867,false,0867,0867,987.00
868,false,0868,0868,2831.37
869,false,0869,0869,4277.56
870,false,0870,0870,1109.36
871,false,0871,0871,285.00
872,false,0872,0872,7187.64
873,false,0873,0873,7821.00
874,false,0874,0874,4379.00
875,false,0875,0875,7759.00
876,false,0876,0876,6849.00
877,false,0877,0877,3622.35
878,false,0878,0878,7482.28
879,false,0879,0879,9368.00
880,false,0880,0880,2495.18
881,false,0881,0881,5311.78
882,false,0882,0882,7578.96
883,false,0883,0883,9385.81
884,false,0884,0884,3234.90
885,false,0885,0885,7810.00
886,false,0886,0886,7353.97
887,false,0887,0887,540.00
888,false,0888,0888,2335.00
889,false,0889,0889,3922.00
890,false,0890,0890,7321.73
891,false,0891,0891,711.00
892,false,0892,0892,4864.00
893,false,0893,0893,9555.00
894,false,0894,0894,3686.36
895,false,0895,0895,7780.00
896,false,0896,0896,5660.00
897,false,0897,0897,384.00
898,false,0898,0898,8360.13
899,false,0899,0899,2347.00
900,false,0900,0900,2272.00
901,false,0901,0901,8434.00
902,false,0902,0902,4085.00
903,false,0903,0903,3712.00
904,false,0904,0904,2766.82
905,false,0905,0905,5772.00
906,false,0906,0906,8297.76
907,false,0907,0907,6630.43
908,false,0908,0908,8705.00
909,false,0909,0909,5630.00
910,false,0910,0910,6485.00
911,false,0911,0911,1754.00
912,false,0912,0912,8490.47
913,false,0913,0913,5979.00
914,false,0914,0914,4030.75
915,false,0915,0915,9772.00
916,false,0916,0916,678.00
917,false,0917,0917,3910.15
918,false,0918,0918,794.00
919,false,0919,0919,2420.00
920,false,0920,0920,1431.51
921,false,0921,0921,1752.38
922,false,0922,0922,9884.00
923,false,0923,0923,1323.12
924,false,0924,0924,7434.94
925,false,0925,0925,6557.42
926,false,0926,0926,6566.86
927,false,0927,0927,5997.27
928,false,0928,0928,654.00
929,false,0929,0929,5261.00
930,false,0930,0930,8084.26
931,false,0931,0931,9224.01
932,false,0932,0932,182.24
933,false,0933,0933,7642.17
934,false,0934,0934,3894.07
935,false,0935,0935,4373.00
936,false,0936,0936,3835.42
