id,closed,accountNumber,pin,balance
148,false,0148,0148,3226.00
149,false,0149,0149,9089.89
150,false,0150,0150,4386.00
151,false,0151,0151,8337.77
152,false,0152,0152,9538.00
153,false,0153,0153,4172.00
154,false,0154,0154,1215.48
155,false,0155,0155,6509.24
156,false,0156,0156,9374.26
157,false,0157,0157,6494.00
158,false,0158,0158,1058.00
159,false,0159,0159,568.82
160,false,0160,0160,9262.00
161,false,0161,0161,3833.21
162,false,0162,0162,7925.00
163,false,0163,0163,1795.00
164,false,0164,0164,8665.00
165,false,0165,0165,5325.55
166,false,0166,0166,4361.58
167,false,0167,0167,1432.00
168,false,0168,0168,284.00
169,false,0169,0169,3379.02
170,false,0170,0170,1319.00
171,false,0171,0171,4137.00
172,false,0172,0172,2697.84
173,false,0173,0173,5920.16
174,false,0174,0174,6245.88
175,false,0175,0175,6091.17
176,false,0176,0176,379.55
177,false,0177,0177,3795.00
178,false,0178,0178,9651.00
179,false,0179,0179,3627.00
180,false,0180,0180,4653.68
181,false,0181,0181,4497.00
182,false,0182,0182,2338.00
183,false,0183,0183,5025.00
184,false,0184,0184,515.47
185,false,0185,0185,3280.00
186,false,0186,0186,4109.89
187,false,0187,0187,140.00
188,false,0188,0188,1513.71
189,false,0189,0189,9793.00
190,false,0190,0190,2292.00
191,false,0191,0191,5589.27
192,false,0192,0192,2322.00
193,false,0193,0193,6526.50
194,false,0194,0194,9715.00
195,false,0195,0195,2950.57
196,false,0196,0196,2673.05
197,false,0197,0197,6568.00
198,false,0198,0198,6719.58
199,false,0199,0199,2723.58
200,false,0200,0200,8392.40
201,false,0201,0201,7590.00
202,false,0202,0202,4145.67
203,false,0203,0203,8870.00
204,false,0204,0204,4731.38
205,false,0205,0205,2676.93
206,false,0206,0206,6493.00
207,false,0207,0207,666.14
208,false,0208,0208,2913.00
209,false,0209,0209,6728.00
210,false,0210,0210,8931.97
211,false,0211,0211,1847.76
212,false,0212,0212,8317.00
213,false,0213,0213,3285.00
214,false,0214,0214,7948.00
215,false,0215,0215,8047.37
216,false,0216,0216,2695.12
217,false,0217,0217,5491.00
218,false,0218,0218,7996.00
219,false,0219,0219,9014.17
220,false,0220,0220,3705.00
221,false,0221,0221,4552.00
222,false,0222,0222,8952.08
223,false,0223,0223,3256.53
224,false,0224,0224,2013.00
225,false,0225,0225,5984.00
226,false,0226,0226,9280.00
227,false,0227,0227,6627.00
228,false,0228,0228,5651.00
229,false,0229,0229,7698.38
230,false,0230,0230,2187.00
231,false,0231,0231,9096.27
232,false,0232,0232,952.46
233,false,0233,0233,6639.83
234,false,0234,0234,6765.70
235,false,0235,0235,1744.00
236,false,0236,0236,9719.00
237,false,0237,0237,3021.00
238,false,0238,0238,8501.00
239,false,0239,0239,3219.77
240,false,0240,0240,9329.86
241,false,0241,0241,7170.00
242,false,0242,0242,9735.81
243,false,0243,0243,8940.62
244,false,0244,0244,5685.35
245,false,0245,0245,3514.76
246,false,0246,0246,2952.00
247,false,0247,0247,8204.00
248,false,0248,0248,1390.94
249,false,0249,0249,7999.00
250,false,0250,0250,2980.00
251,false,0251,0251,8968.00
252,false,0252,0252,9100.28
253,false,0253,0253,5641.03
254,false,0254,0254,8776.65
255,false,0255,0255,3793.00
256,false,0256,0256,3393.78
257,false,0257,0257,6529.02
258,false,0258,0258,4725.00
259,false,0259,0259,3987.85
260,false,0260,0260,8959.05
261,false,0261,0261,3457.26
262,false,0262,0262,3519.00
263,false,0263,0263,4231.77
264,false,0264,0264,2998.52
265,false,0265,0265,7550.13
266,false,0266,0266,9558.00
267,false,0267,0267,169.84
268,false,0268,0268,9706.00
269,false,0269,0269,5531.00
270,false,0270,0270,6273.00
271,false,0271,0271,978.47
272,false,0272,0272,5624.00
273,false,0273,0273,295.00
274,false,0274,0274,3794.92
275,false,0275,0275,9505.56
276,false,0276,0276,4809.00
277,false,0277,0277,869.22
278,false,0278,0278,7993.00
279,false,0279,0279,1601.00
280,false,0280,0280,7458.67
281,false,0281,0281,9656.00
282,false,0282,0282,3674.00
283,false,0283,0283,659.65
284,false,0284,0284,1125.81
285,false,0285,0285,1190.00
286,false,0286,0286,9321.85
287,false,0287,0287,6448.00
288,false,0288,0288,4414.88
289,false,0289,0289,8006.00
290,false,0290,0290,8045.00
291,false,0291,0291,8188.08
292,false,0292,0292,2294.31
293,false,0293,0293,5488.96
294,false,0294,0294,3123.08
295,false,0295,0295,2958.18
296,false,0296,0296,8304.80
297,false,0297,0297,4684.45
298,false,0298,0298,7345.35
299,false,0299,0299,1846.00
300,false,0300,0300,9236.39
301,false,0301,0301,5074.27
302,false,0302,0302,8584.00
303,false,0303,0303,8168.98
304,false,0304,0304,4077.40
305,false,0305,0305,4970.97
306,false,0306,0306,5389.00
307,false,0307,0307,7699.31
308,false,0308,0308,1548.00
309,false,0309,0309,1466.00
310,false,0310,0310,9436.00
311,false,0311,0311,1234.80
312,false,0312,0312,280.28
313,false,0313,0313,3508.00
314,false,0314,0314,4969.23
315,false,0315,0315,4414.00
316,false,0316,0316,8456.95
317,false,0317,0317,9900.00
318,false,0318,0318,8754.33
319,false,0319,0319,4164.00
320,false,0320,0320,2951.97
321,false,0321,0321,7301.23
322,false,0322,0322,1859.03
323,false,0323,0323,8081.00
324,false,0324,0324,5944.00
325,false,0325,0325,1520.99
326,false,0326,0326,9365.00
327,false,0327,0327,3101.00
328,false,0328,0328,118.64
329,false,0329,0329,4414.60
330,false,0330,0330,4295.00
331,false,0331,0331,477.34
332,false,0332,0332,5753.94
333,false,0333,0333,1627.72
334,false,0334,0334,4654.00
335,false,0335,0335,3699.71
336,false,0336,0336,5820.00
337,false,0337,0337,9047.92
338,false,0338,0338,9889.01
339,false,0339,0339,1215.44
340,false,0340,0340,2137.08
341,false,0341,0341,1387.00
342,false,0342,0342,2772.00
343,false,0343,0343,6032.60
344,false,0344,0344,3841.05
345,false,0345,0345,3675.00
346,false,0346,0346,9625.00
347,false,0347,0347,1360.00
348,false,0348,0348,1626.00
349,false,0349,0349,235.00
350,false,0350,0350,3856.00
351,false,0351,0351,2702.70
352,false,0352,0352,2654.00
353,false,0353,0353,5826.00
354,false,0354,0354,4936.97
355,false,0355,0355,772.82
356,false,0356,0356,1939.00
357,false,0357,0357,3813.00
358,false,0358,0358,6846.23
359,false,0359,0359,5188.00
360,false,0360,0360,7813.00
361,false,0361,0361,8247.00
362,false,0362,0362,9400.00
363,false,0363,0363,3090.37
364,false,0364,0364,4524.00
365,false,0365,0365,7425.00
366,false,0366,0366,8048.00
367,false,0367,0367,1092.87
368,false,0368,0368,6594.41
369,false,0369,0369,8027.20
370,false,0370,0370,3592.00
371,false,0371,0371,3151.85
372,false,0372,0372,1546.00
373,false,0373,0373,1246.00
374,false,0374,0374,7184.64
375,false,0375,0375,112.00
376,false,0376,0376,1139.00
377,false,0377,0377,9080.00
378,false,0378,0378,8598.17
379,false,0379,0379,8852.00
380,false,0380,0380,6531.00
381,false,0381,0381,1906.00
382,false,0382,0382,2110.33
383,false,0383,0383,5767.06
384,false,0384,0384,9177.89
385,false,0385,0385,4267.00
386,false,0386,0386,3771.00
387,false,0387,0387,5021.84
388,false,0388,0388,5025.00
389,false,0389,0389,8534.00
390,false,0390,0390,906.00
391,false,0391,0391,6328.00
392,false,0392,0392,169.00
393,false,0393,0393,6004.00
394,false,0394,0394,2993.19
395,false,0395,0395,3200.00
396,false,0396,0396,2385.00
397,false,0397,0397,694.41
398,false,0398,0398,3933.55
399,false,0399,0399,333.00
400,false,0400,0400,4988.53
401,false,0401,0401,4562.08
402,false,0402,0402,9634.15
403,false,0403,0403,9386.36
404,false,0404,0404,1526.28
405,false,0405,0405,3414.00
406,false,0406,0406,8714.00
407,false,0407,0407,2526.00
408,false,0408,0408,4612.59
409,false,0409,0409,7452.23
410,false,0410,0410,2218.00
411,false,0411,0411,2429.00
412,false,0412,0412,9543.00
413,false,0413,0413,2440.00
414,false,0414,0414,8083.00
415,false,0415,0415,5413.58
416,false,0416,0416,6434.00
417,false,0417,0417,488.55
418,false,0418,0418,2156.68
419,false,0419,0419,5521.00
420,false,0420,0420,7657.00
421,false,0421,0421,6586.00
422,false,0422,0422,6238.42
423,false,0423,0423,1608.00
424,false,0424,0424,8839.31
425,false,0425,0425,5266.14
426,false,0426,0426,1019.83
427,false,0427,0427,4730.22
428,false,0428,0428,562.00
429,false,0429,0429,1412.00
430,false,0430,0430,8643.00
431,false,0431,0431,9724.00
432,false,0432,0432,7496.73
433,false,0433,0433,5306.19
434,false,0434,0434,8122.55
435,false,0435,0435,741.00
436,false,0436,0436,4602.20
437,false,0437,0437,667.41
438,false,0438,0438,5764.00
439,false,0439,0439,2264.62
440,false,0440,0440,3500.00
441,false,0441,0441,1647.00
442,false,0442,0442,299.13
443,false,0443,0443,8628.00
444,false,0444,0444,916.12
445,false,0445,0445,3784.72
446,false,0446,0446,3016.62
447,false,0447,0447,7923.00
448,false,0448,0448,9981.02
449,false,0449,0449,5273.17
450,false,0450,0450,4554.29
451,false,0451,0451,2997.00
452,false,0452,0452,7230.00
453,false,0453,0453,8141.71
454,false,0454,0454,2592.63
455,false,0455,0455,9445.93
456,false,0456,0456,5569.22
457,false,0457,0457,9961.11
458,false,0458,0458,6171.67
459,false,0459,0459,3887.86
460,false,0460,0460,1086.00
461,false,0461,0461,2055.76
462,false,0462,0462,2773.00
463,false,0463,0463,2492.00
464,false,0464,0464,3293.63
465,false,0465,0465,8322.80
466,false,0466,0466,3132.00
467,false,0467,0467,6761.74
468,false,0468,0468,9896.71
469,false,0469,0469,8073.00
470,false,0470,0470,8062.93
471,false,0471,0471,2159.79
472,false,0472,0472,9826.72
473,false,0473,0473,3576.46
474,false,0474,0474,1399.00
475,false,0475,0475,3644.42
476,false,0476,0476,3275.00
477,false,0477,0477,2298.00
478,false,0478,0478,2085.00
479,false,0479,0479,3013.48
480,false,0480,0480,1194.50
481,false,0481,0481,9440.00
482,false,0482,0482,1198.40
483,false,0483,0483,1382.00
484,false,0484,0484,3167.00
485,false,0485,0485,4479.00
486,false,0486,0486,8471.00
487,false,0487,0487,6120.00
488,false,0488,0488,3393.00
489,false,0489,0489,3975.07
490,false,0490,0490,928.73
491,false,0491,0491,9307.51
492,false,0492,0492,6872.00
493,false,0493,0493,6869.00
494,false,0494,0494,8633.00
495,false,0495,0495,9917.19
496,false,0496,0496,657.93
497,false,0497,0497,8356.00
498,false,0498,0498,1589.00
499,false,0499,0499,9421.00
500,false,0500,0500,4717.00
501,false,0501,0501,5377.00
502,false,0502,0502,3736.85
503,false,0503,0503,7667.00
504,false,0504,0504,7150.00
505,false,0505,0505,149.07
506,false,0506,0506,2929.00
507,false,0507,0507,4840.00
508,false,0508,0508,6790.00
509,false,0509,0509,8168.00
510,false,0510,0510,4580.77
511,false,0511,0511,8711.00
512,false,0512,0512,7340.16
513,false,0513,0513,2896.28
514,false,0514,0514,8158.00
515,false,0515,0515,3481.71
516,false,0516,0516,8913.45
517,false,0517,0517,9499.00
518,false,0518,0518,3514.00
519,false,0519,0519,6311.91
520,false,0520,0520,4676.93
521,false,0521,0521,1326.08
522,false,0522,0522,7373.00
523,false,0523,0523,2338.00
524,false,0524,0524,4463.00
525,false,0525,0525,3695.91
526,false,0526,0526,1844.00
527,false,0527,0527,1564.15
528,false,0528,0528,5906.00
529,false,0529,0529,9504.00
530,false,0530,0530,8680.68
531,false,0531,0531,1094.00
532,false,0532,0532,5267.63
533,false,0533,0533,8038.72
534,false,0534,0534,1048.59
535,false,0535,0535,994.00
536,false,0536,0536,5799.36
537,false,0537,0537,2140.50
538,false,0538,0538,874.13
539,false,0539,0539,8582.00
540,false,0540,0540,4444.84
541,false,0541,0541,9929.19
542,false,0542,0542,1968.00
543,false,0543,0543,788.00
544,false,0544,0544,307.00
545,false,0545,0545,8193.00
546,false,0546,0546,5353.00
547,false,0547,0547,9553.07
548,false,0548,0548,5064.75
549,false,0549,0549,2253.00
550,false,0550,0550,1051.00
551,false,0551,0551,1298.00
552,false,0552,0552,6542.61
553,false,0553,0553,8802.39
554,false,0554,0554,8686.00
555,false,0555,0555,7608.58
556,false,0556,0556,6334.00
557,false,0557,0557,5897.87
558,false,0558,0558,2235.75
559,false,0559,0559,3098.92
560,false,0560,0560,7569.00
561,false,0561,0561,8356.00
562,false,0562,0562,2303.55
563,false,0563,0563,9321.00
564,false,0564,0564,7937.00
565,false,0565,0565,9066.00
566,false,0566,0566,9992.73
567,false,0567,0567,8248.00
568,false,0568,0568,9087.22
569,false,0569,0569,8555.53
570,false,0570,0570,8942.00
571,false,0571,0571,6622.48
572,false,0572,0572,6021.00
573,false,0573,0573,4333.00
574,false,0574,0574,9209.46
575,false,0575,0575,101.00
576,false,0576,0576,2019.58
577,false,0577,0577,8008.19
578,false,0578,0578,9223.00
579,false,0579,0579,5001.00
580,false,0580,0580,5674.00
581,false,0581,0581,8123.53
582,false,0582,0582,686.00
583,false,0583,0583,9566.00
584,false,0584,0584,8790.00
585,false,0585,0585,2556.71
586,false,0586,0586,5923.58
587,false,0587,0587,7004.00
588,false,0588,0588,4782.33
589,false,0589,0589,4836.00
590,false,0590,0590,7274.00
591,false,0591,0591,629.00
592,false,0592,0592,6582.04
593,false,0593,0593,4704.04
594,false,0594,0594,2996.53
595,false,0595,0595,6689.00
596,false,0596,0596,6206.97
597,false,0597,0597,8654.52
598,false,0598,0598,9208.79
599,false,0599,0599,7638.00
600,false,0600,0600,1108.00
601,false,0601,0601,2865.00
602,false,0602,0602,187.61
603,false,0603,0603,3031.44
604,false,0604,0604,4406.68
605,false,0605,0605,3192.00
606,false,0606,0606,7720.15
607,false,0607,0607,5966.00
608,false,0608,0608,3929.00
609,false,0609,0609,5760.00
610,false,0610,0610,9445.00
611,false,0611,0611,8329.00
612,false,0612,0612,8532.00
613,false,0613,0613,6604.00
614,false,0614,0614,1339.00
615,false,0615,0615,4951.81
616,false,0616,0616,1371.00
617,false,0617,0617,5433.00
618,false,0618,0618,7670.00
619,false,0619,0619,535.00
620,false,0620,0620,2783.69
621,false,0621,0621,5205.84
622,false,0622,0622,8912.00
623,false,0623,0623,3322.00
624,false,0624,0624,9140.20
625,false,0625,0625,2215.00
626,false,0626,0626,8845.00
627,false,0627,0627,2733.00
628,false,0628,0628,6305.10
629,false,0629,0629,6506.00
630,false,0630,0630,9337.00
631,false,0631,0631,3291.10
632,false,0632,0632,7592.29
633,false,0633,0633,5604.72
634,false,0634,0634,1495.00
635,false,0635,0635,9182.00
636,false,0636,0636,6896.75
637,false,0637,0637,6010.26
638,false,0638,0638,9033.35
639,false,0639,0639,9772.85
640,false,0640,0640,2795.00
641,false,0641,0641,5579.51
642,false,0642,0642,8062.74
643,false,0643,0643,3482.49
644,false,0644,0644,1051.00
645,false,0645,0645,1882.00
646,false,0646,0646,4063.00
647,false,0647,0647,560.00
648,false,0648,0648,9987.40
649,false,0649,0649,4685.56
650,false,0650,0650,4446.20
651,false,0651,0651,5549.00
652,false,0652,0652,2187.56
653,false,0653,0653,4160.55
654,false,0654,0654,7865.00
655,false,0655,0655,5683.00
656,false,0656,0656,9818.00
657,false,0657,0657,2830.82
658,false,0658,0658,3354.00
659,false,0659,0659,6043.77
660,false,0660,0660,9129.32
661,false,0661,0661,5381.74
662,false,0662,0662,2120.00
663,false,0663,0663,6370.59
664,false,0664,0664,8442.00
665,false,0665,0665,7233.00
666,false,0666,0666,3096.63
667,false,0667,0667,1079.00
668,false,0668,0668,2144.21
669,false,0669,0669,1436.72
670,false,0670,0670,9518.32
671,false,0671,0671,6536.00
672,false,0672,0672,8793.00
673,false,0673,0673,3542.73
674,false,0674,0674,4618.00
675,false,0675,0675,7483.40
676,false,0676,0676,8361.00
677,false,0677,0677,9083.87
678,false,0678,0678,9022.00
679,false,0679,0679,2684.00
680,false,0680,0680,8096.00
681,false,0681,0681,4848.88
682,false,0682,0682,2745.00
683,false,0683,0683,5633.65
684,false,0684,0684,7705.00
685,false,0685,0685,8235.00
686,false,0686,0686,1169.00
687,false,0687,0687,9189.00
688,false,0688,0688,1035.00
689,false,0689,0689,1990.47
690,false,0690,0690,1916.04
691,false,0691,0691,9400.42
692,false,0692,0692,1468.27
693,false,0693,0693,8606.00
694,false,0694,0694,4219.69
695,false,0695,0695,5682.00
696,false,0696,0696,5705.27
697,false,0697,0697,5294.00
698,false,0698,0698,2182.04
699,false,0699,0699,7351.99
700,false,0700,0700,1971.85
701,false,0701,0701,176.00
702,false,0702,0702,2958.00
703,false,0703,0703,3409.17
704,false,0704,0704,7238.00
705,false,0705,0705,1544.12
706,false,0706,0706,5593.21
707,false,0707,0707,978.33
708,false,0708,0708,1313.00
709,false,0709,0709,8193.00
710,false,0710,0710,8596.00
711,false,0711,0711,9973.14
712,false,0712,0712,8122.00
713,false,0713,0713,6591.00
714,false,0714,0714,3106.00
715,false,0715,0715,4746.45
716,false,0716,0716,1555.35
717,false,0717,0717,5395.00
718,false,0718,0718,9698.09
719,false,0719,0719,422.22
720,false,0720,0720,3234.95
721,false,0721,0721,7677.00
722,false,0722,0722,6239.00
723,false,0723,0723,9011.11
724,false,0724,0724,1487.00
725,false,0725,0725,7509.00
726,false,0726,0726,2826.01
727,false,0727,0727,1684.97
728,false,0728,0728,9070.00
729,false,0729,0729,6468.00
730,false,0730,0730,6607.29
731,false,0731,0731,9421.52
732,false,0732,0732,5111.39
733,false,0733,0733,4349.00
734,false,0734,0734,7711.00
735,false,0735,0735,3174.36
736,false,0736,0736,1247.00
737,false,0737,0737,154.00
738,false,0738,0738,2494.00
739,false,0739,0739,3056.00
740,false,0740,0740,8022.83
741,false,0741,0741,3744.10
742,false,0742,0742,1047.73
743,false,0743,0743,1373.94
744,false,0744,0744,8180.00
745,false,0745,0745,8455.00
746,false,0746,0746,3813.00
747,false,0747,0747,6228.21
748,false,0748,0748,2683.00
749,false,0749,0749,6411.39
750,false,0750,0750,4827.00
751,false,0751,0751,1830.00
752,false,0752,0752,7486.51
753,false,0753,0753,9763.59
754,false,0754,0754,8135.00
755,false,0755,0755,8767.23
756,false,0756,0756,8479.00
757,false,0757,0757,6147.28
758,false,0758,0758,1356.00
759,false,0759,0759,4541.91
760,false,0760,0760,3234.39
761,false,0761,0761,7074.66
762,false,0762,0762,998.60
763,false,0763,0763,3099.00
764,false,0764,0764,1113.02
765,false,0765,0765,5894.00
766,false,0766,0766,5059.33
767,false,0767,0767,6261.02
768,false,0768,0768,1207.00
769,false,0769,0769,3563.86
770,false,0770,0770,8516.47
771,false,0771,0771,4808.67
772,false,0772,0772,4095.27
773,false,0773,0773,7590.66
774,false,0774,0774,4147.00
775,false,0775,0775,5142.96
776,false,0776,0776,4718.00
777,false,0777,0777,594.00
778,false,0778,0778,6235.96
779,false,0779,0779,5338.00
780,false,0780,0780,8304.14
781,false,0781,0781,3778.16
782,false,0782,0782,9563.00
783,false,0783,0783,3607.00
784,false,0784,0784,2970.00
785,false,0785,0785,1196.00
786,false,0786,0786,6378.15
787,false,0787,0787,952.00
788,false,0788,0788,587.00
789,false,0789,0789,6452.45
790,false,0790,0790,3143.81
791,false,0791,0791,6104.00
792,false,0792,0792,8253.00
793,false,0793,0793,7474.68
794,false,0794,0794,7809.00
795,false,0795,0795,9929.58
796,false,0796,0796,379.00
797,false,0797,0797,7013.00
798,false,0798,0798,4874.00
799,false,0799,0799,3537.01
800,false,0800,0800,601.00
801,false,0801,0801,3566.15
802,false,0802,0802,7902.76
803,false,0803,0803,6130.00
804,false,0804,0804,2179.61
805,false,0805,0805,2624.00
806,false,0806,0806,7119.00
807,false,0807,0807,1981.00
808,false,0808,0808,8447.00
809,false,0809,0809,4058.50
810,false,0810,0810,3779.09
811,false,0811,0811,6647.01
812,false,0812,0812,8078.50
813,false,0813,0813,6280.72
814,false,0814,0814,7813.66
815,false,0815,0815,8062.00
816,false,0816,0816,6040.00
817,false,0817,0817,3398.27
818,false,0818,0818,6645.82
819,false,0819,0819,8658.97
820,false,0820,0820,6869.00
821,false,0821,0821,1232.00
822,false,0822,0822,9496.00
823,false,0823,0823,7683.00
824,false,0824,0824,4124.99
825,false,0825,0825,3587.00
826,false,0826,0826,7710.34
827,false,0827,0827,2442.00
828,false,0828,0828,9314.59
829,false,0829,0829,5240.66
830,false,0830,0830,1192.63
831,false,0831,0831,9585.00
832,false,0832,0832,308.18
833,false,0833,0833,5389.19
834,false,0834,0834,2391.00
835,false,0835,0835,6725.00
836,false,0836,0836,4992.91
837,false,0837,0837,474.49
838,false,0838,0838,3728.00
839,false,0839,0839,3932.79
840,false,0840,0840,566.09
841,false,0841,0841,9012.00
842,false,0842,0842,2375.00
843,false,0843,0843,287.00
844,false,0844,0844,3572.81
845,false,0845,0845,8143.00
846,false,0846,0846,4652.52
847,false,0847,0847,6311.00
848,false,0848,0848,3984.00
849,false,0849,0849,2150.00
850,false,0850,0850,7977.00
851,false,0851,0851,1698.57
852,false,0852,0852,3413.01
853,false,0853,0853,3407.81
854,false,0854,0854,4262.00
855,false,0855,0855,1167.26
856,false,0856,0856,4038.00
857,false,0857,0857,7300.08
858,false,0858,0858,4752.45
859,false,0859,0859,4219.00
860,false,0860,0860,8717.22
861,false,0861,0861,6424.23
862,false,0862,0862,8234.00
863,false,0863,0863,1790.00
864,false,0864,0864,4684.00
865,false,0865,0865,1460.46
866,false,0866,0866,4669.00
867,false,0867,0867,7292.30
868,false,0868,0868,8969.30
869,false,0869,0869,3067.00
870,false,0870,0870,2668.00
871,false,0871,0871,752.65
872,false,0872,0872,7789.78
873,false,0873,0873,2234.00
874,false,0874,0874,5825.78
875,false,0875,0875,8977.94
876,false,0876,0876,5967.00
877,false,0877,0877,6720.00
878,false,0878,0878,7346.19
879,false,0879,0879,1057.40
880,false,0880,0880,2357.00
881,false,0881,0881,3942.00
882,false,0882,0882,3984.99
883,false,0883,0883,2344.00
884,false,0884,0884,2692.37
885,false,0885,0885,7386.61
886,false,0886,0886,1446.98
887,false,0887,0887,1393.00
888,false,0888,0888,5995.00
889,false,0889,0889,8427.00
890,false,0890,0890,6284.21
891,false,0891,0891,9342.98
892,false,0892,0892,8230.00
893,false,0893,0893,5669.00
894,false,0894,0894,804.30
895,false,0895,0895,1964.00
896,false,0896,0896,384.00
897,false,0897,0897,3527.39
898,false,0898,0898,3892.00
899,false,0899,0899,3377.92
900,false,0900,0900,7195.00
901,false,0901,0901,4396.29
902,false,0902,0902,1812.00
903,false,0903,0903,5532.00
904,false,0904,0904,4383.17
905,false,0905,0905,7712.27
906,false,0906,0906,4627.00
907,false,0907,0907,9276.00
908,false,0908,0908,3071.17
909,false,0909,0909,7676.00
910,false,0910,0910,3936.71
911,false,0911,0911,1454.45
912,false,0912,0912,7711.00
913,false,0913,0913,3970.52
914,false,0914,0914,7810.38
915,false,0915,0915,5046.00
916,false,0916,0916,964.00
917,false,0917,0917,8363.56
918,false,0918,0918,5572.50
919,false,0919,0919,5052.45
920,false,0920,0920,1245.41
921,false,0921,0921,3438.66
922,false,0922,0922,8794.18
923,false,0923,0923,7596.00
924,false,0924,0924,623.75
925,false,0925,0925,7227.00
926,false,0926,0926,214.00
927,false,0927,0927,1755.00
928,false,0928,0928,8436.00
929,false,0929,0929,6913.00
930,false,0930,0930,4510.00
931,false,0931,0931,6485.00
932,false,0932,0932,6777.77
933,false,0933,0933,1323.08
934,false,0934,0934,2453.81
935,false,0935,0935,6091.00
936,false,0936,0936,2875.00
